iter	Passed	Remaining
149	527	2987
150	531	2987
151	537	2999
152	539	2987
153	543	2988
154	547	2984
155	549	2971
156	550	2957
157	552	2944
158	554	2931
159	555	2918
160	559	2915
161	562	2908
162	563	2895
163	565	2883
164	567	2871
165	568	2858
166	570	2844
167	574	2846
168	577	2840
169	579	2828
170	580	2816
171	583	2806
172	584	2796
173	588	2793
174	591	2789
175	593	2778
176	595	2768
177	597	2757
178	598	2746
179	600	2734
180	603	2732
181	606	2727
182	608	2716
183	610	2705
184	611	2694
185	613	2683
186	614	2671
187	618	2671
188	621	2666
189	623	2656
190	624	2645
191	626	2635
192	627	2624
193	629	2615
194	632	2612
195	636	2612
196	638	2603
197	640	2593
198	641	2583
199	643	2573
200	644	2563
201	648	2562
202	651	2558
203	653	2548
204	654	2539
205	656	2529
206	657	2519
207	659	2509
208	660	2499
209	666	2507
210	668	2499
211	670	2491
212	672	2483
213	675	2480
214	680	2485
215	682	2476
216	683	2467
217	685	2458
218	686	2449
219	688	2440
220	690	2432
221	693	2431
222	695	2423
223	697	2415
224	699	2408
225	700	2400
226	702	2392
227	703	2383
228	705	2374
229	708	2371
230	710	2365
231	712	2359
232	714	2351
233	715	2342
234	716	2334
235	718	2325
236	719	2317
237	724	2318
238	725	2310
239	727	2303
240	728	2295
241	730	2287
242	731	2279
243	733	2271
244	734	2263
245	737	2261
246	739	2254
247	741	2247
248	742	2239
249	744	2232
250	745	2224
251	746	2216
252	747	2208
253	749	2200
254	752	2199
255	754	2192
256	755	2185
257	757	2177
258	758	2170
259	759	2162
260	761	2155
261	762	2147
262	763	2140
263	766	2137
264	769	2134
265	770	2127
266	772	2120
267	773	2113
268	774	2105
269	776	2098
270	777	2091
271	778	2084
272	782	2083
273	783	2077
274	785	2070
275	786	2064
276	788	2058
277	790	2052
278	791	2045
279	792	2039
280	794	2033
281	798	2032
282	799	2026
283	801	2020
284	803	2015
285	804	2009
286	806	2003
287	809	2000
288	812	1998
289	813	1992
290	815	1986
291	816	1980
292	818	1974
293	819	1968
294	821	1962
295	824	1961
296	827	1957
297	828	1952
298	830	1947
299	832	1941
300	833	1935
301	834	1929
302	836	1923
303	840	1924
304	842	1919
305	843	1913
306	845	1907
307	846	1902
308	848	1896
309	849	1890
310	850	1884
311	854	1883
312	857	1881
313	858	1875
314	860	1871
315	861	1865
316	863	1860
317	864	1854
318	866	1848
319	870	1849
320	872	1845
321	874	1840
322	876	1836
323	877	1831
324	879	1826
325	880	1820
326	884	1819
327	887	1817
328	889	1813
329	890	1808
330	892	1803
331	893	1797
332	895	1792
333	896	1787
334	901	1789
335	903	1784
336	904	1780
337	906	1775
338	908	1771
339	909	1766
340	911	1761
341	915	1761
342	917	1756
343	918	1751
344	920	1746
345	921	1742
346	923	1737
347	924	1732
348	926	1727
349	930	1727
350	931	1723
351	933	1718
352	934	1713
353	936	1708
354	937	1703
355	938	1698
356	940	1694
357	947	1699
358	950	1696
359	952	1692
360	954	1689
361	967	1704
362	970	1702
363	981	1715
364	984	1712
365	987	1711
366	994	1715
367	996	1711
368	998	1708
369	1000	1704
370	1004	1702
371	1009	1704
372	1012	1701
373	1014	1698
374	1017	1696
375	1020	1693
376	1026	1696
377	1029	1693
378	1031	1690
379	1034	1687
380	1039	1688
381	1042	1686
382	1044	1682
383	1046	1678
384	1048	1674
385	1050	1670
386	1055	1671
387	1057	1668
388	1060	1665
389	1062	1662
390	1064	1658
391	1066	1654
392	1071	1655
393	1074	1652
394	1076	1648
395	1078	1645
396	1080	1641
397	1086	1643
398	1089	1640
399	1091	1637
400	1094	1634
401	1096	1630
402	1102	1633
403	1109	1636
404	1117	1641
405	1160	1697
406	1188	1731
407	1191	1728
408	1194	1725
409	1205	1734
410	1208	1731
411	1218	1739
412	1221	1736
413	1225	1734
414	1238	1745
415	1248	1752
416	1250	1748
417	1255	1748
418	1269	1760
419	1272	1757
420	1277	1757
421	1280	1754
422	1284	1751
423	1344	1825
424	1348	1824
425	1352	1822
426	1361	1826
427	1395	1864
428	1405	1871
429	1409	1867
430	1416	1870
431	1419	1866
432	1422	1863
433	1425	1859
434	1432	1860
435	1435	1856
436	1437	1852
437	1439	1847
438	1443	1845
439	1446	1841
440	1448	1836
441	1450	1831
442	1453	1826
443	1455	1822
444	1459	1819
445	1462	1816
446	1464	1811
447	1466	1806
448	1467	1801
449	1469	1796
450	1471	1791
451	1476	1790
452	1478	1785
453	1481	1782
454	1483	1777
455	1485	1772
456	1487	1767
457	1493	1767
458	1495	1762
459	1497	1758
460	1499	1753
461	1501	1748
462	1505	1746
463	1508	1742
464	1510	1738
465	1513	1733
466	1515	1729
467	1517	1724
468	1522	1723
469	1524	1718
470	1526	1714
471	1531	1713
472	1537	1712
473	1543	1712
474	1545	1708
475	1547	1703
476	1552	1701
477	1554	1698
478	1556	1693
479	1558	1688
480	1560	1683
481	1562	1678
482	1565	1675
483	1567	1671
484	1569	1666
485	1570	1661
486	1572	1656
487	1574	1651
488	1575	1646
489	1577	1641
490	1580	1638
491	1583	1634
492	1585	1630
493	1588	1626
494	1589	1621
495	1591	1616
496	1592	1611
497	1598	1610
498	1600	1606
499	1601	1601
500	1603	1597
501	1605	1592
502	1606	1587
503	1608	1582
504	1613	1581
505	1614	1576
506	1616	1571
507	1618	1567
508	1619	1562
509	1621	1557
510	1622	1552
511	1626	1550
512	1629	1546
513	1630	1541
514	1632	1537
515	1633	1532
516	1635	1527
517	1636	1523
518	1638	1518
519	1643	1517
520	1646	1513
521	1648	1509
522	1650	1505
523	1652	1501
524	1657	1499
525	1660	1496
526	1663	1492
527	1665	1489
528	1667	1484
529	1669	1480
530	1672	1477
531	1674	1473
532	1676	1468
533	1678	1464
534	1679	1459
535	1681	1455
536	1682	1450
537	1689	1450
538	1691	1446
539	1693	1442
540	1695	1438
541	1702	1438
542	1704	1434
543	1706	1430
544	1707	1425
545	1709	1421
546	1711	1417
547	1712	1412
548	1715	1409
549	1717	1405
550	1719	1401
551	1720	1396
552	1722	1392
553	1723	1387
554	1724	1383
555	1726	1378
556	1727	1374
557	1730	1370
558	1733	1367
559	1735	1363
560	1736	1358
561	1737	1354
562	1739	1350
563	1740	1345
564	1741	1341
565	1743	1336
566	1747	1334
567	1749	1330
568	1750	1325
569	1751	1321
570	1753	1317
571	1754	1312
572	1755	1308
573	1757	1304
574	1759	1300
575	1762	1297
576	1763	1292
577	1765	1288
578	1766	1284
579	1768	1280
580	1769	1276
581	1770	1271
582	1772	1267
583	1775	1264
584	1778	1261
585	1779	1257
586	1780	1253
587	1782	1248
588	1783	1244
589	1784	1240
590	1786	1236
591	1787	1231
592	1791	1229
593	1793	1226
594	1795	1222
595	1796	1217
596	1798	1213
597	1799	1209
598	1800	1205
599	1802	1201
600	1804	1198
601	1806	1194
602	1807	1190
603	1809	1186
604	1810	1182
605	1811	1178
606	1813	1173
607	1814	1169
608	1815	1165
609	1816	1161
610	1819	1158
611	1822	1155
612	1824	1151
613	1826	1147
614	1827	1143
615	1828	1139
616	1829	1135
617	1831	1131
618	1832	1128
619	1836	1125
620	1837	1121
621	1839	1117
622	1840	1113
623	1842	1110
624	1844	1106
625	1849	1105
626	1851	1101
627	1853	1097
628	1854	1093
629	1856	1090
630	1857	1086
631	1859	1082
632	1860	1078
633	1862	1075
634	1865	1072
635	1867	1068
636	1868	1064
637	1870	1061
638	1871	1057
639	1873	1053
640	1874	1049
641	1875	1046
642	1878	1043
643	1880	1039
644	1882	1035
645	1883	1032
646	1884	1028
647	1886	1024
648	1887	1020
649	1888	1017
650	1890	1013
651	1891	1009
652	1894	1006
653	1895	1003
654	1897	999
655	1898	995
656	1899	991
657	1901	988
658	1902	984
659	1904	981
660	1905	977
661	1909	975
662	1911	971
663	1912	967
664	1913	964
665	1915	960
666	1916	956
667	1917	953
668	1919	949
669	1920	945
670	1924	943
671	1925	939
672	1926	936
673	1928	932
674	1929	929
675	1930	925
676	1931	921
677	1933	918
678	1934	914
679	1937	911
680	1939	908
681	1941	905
682	1942	901
683	1944	898
684	1945	894
685	1947	891
686	1948	887
687	1949	884
688	1953	881
689	1955	878
690	1956	874
691	1957	871
692	1959	867
693	1960	864
694	1961	860
695	1962	857
696	1964	853
697	1967	851
698	1969	848
699	1971	844
700	1972	841
701	1974	838
702	1976	834
703	1977	831
704	1979	828
705	1982	825
706	1983	822
707	1984	818
708	1986	815
709	1987	811
710	1988	808
711	1989	804
712	1991	801
713	1992	798
714	1994	795
715	1998	792
716	1999	789
717	2001	785
718	2002	782
719	2003	779
720	2005	775
721	2006	772
722	2007	769
723	2008	765
724	2011	762
725	2012	759
726	2014	756
727	2015	753
728	2016	749
729	2017	746
730	2019	743
731	2020	739
732	2023	737
733	2025	733
734	2026	730
735	2028	727
736	2030	724
737	2031	721
738	2033	718
739	2034	714
740	2035	711
741	2038	708
742	2040	705
743	2041	702
744	2043	699
745	2044	696
746	2045	692
747	2047	689
748	2048	686
749	2049	683
750	2050	679
751	2054	677
752	2056	674
753	2057	671
754	2058	668
755	2060	664
756	2061	661
757	2062	658
758	2064	655
759	2065	652
760	2068	649
761	2070	646
762	2071	643
763	2072	640
764	2074	637
765	2075	633
766	2076	630
767	2077	627
768	2078	624
769	2080	621
770	2082	618
771	2085	615
772	2087	612
773	2088	609
774	2089	606
775	2090	603
776	2092	600
777	2093	597
778	2094	594
779	2095	591
780	2099	588
781	2101	585
782	2102	582
783	2104	579
784	2106	576
785	2108	574
786	2110	571
787	2113	568
788	2115	565
789	2116	562
790	2117	559
791	2119	556
792	2120	553
793	2121	550
794	2122	547
795	2124	544
796	2125	541
797	2128	538
798	2130	535
799	2131	532
800	2133	530
801	2135	527
802	2136	524
803	2137	521
804	2138	518
805	2140	515
806	2144	512
807	2146	509
808	2147	507
809	2149	504
810	2150	501
811	2151	498
812	2152	495
813	2154	492
814	2157	489
815	2159	487
816	2161	484
817	2163	481
818	2164	478
819	2165	475
820	2167	472
821	2168	469
822	2170	466
823	2173	464
824	2174	461
825	2176	458
826	2177	455
827	2178	452
828	2180	449
829	2181	446
830	2183	443
831	2184	441
832	2187	438
833	2189	435
834	2190	432
835	2191	429
836	2193	427
837	2194	424
838	2195	421
839	2197	418
840	2198	415
841	2201	413
842	2203	410
843	2204	407
844	2205	404
845	2206	401
846	2208	398
847	2209	396
848	2210	393
849	2212	390
850	2213	387
851	2216	384
852	2218	382
853	2219	379
854	2221	376
855	2223	373
856	2224	371
857	2225	368
858	2227	365
859	2228	362
860	2231	360
861	2233	357
862	2234	354
863	2236	352
864	2237	349
865	2239	346
866	2241	343
867	2243	341
868	2248	338
869	2249	336
870	2251	333
871	2252	330
872	2253	327
873	2254	325
874	2256	322
875	2257	319
876	2258	316
877	2262	314
878	2264	311
879	2265	308
880	2266	306
881	2268	303
882	2269	300
883	2270	297
884	2271	295
885	2273	292
886	2277	290
887	2278	287
888	2280	284
889	2281	282
890	2282	279
891	2284	276
892	2285	273
893	2286	271
894	2288	268
895	2291	265
896	2293	263
897	2294	260
898	2295	257
899	2296	255
900	2298	252
901	2299	249
902	2300	247
903	2301	244
904	2305	241
905	2307	239
906	2309	236
907	2310	234
908	2311	231
909	2313	228
910	2314	226
911	2315	223
912	2317	220
913	2318	218
914	2321	215
915	2323	213
916	2324	210
917	2326	207
918	2327	205
919	2329	202
920	2330	199
921	2331	197
922	2333	194
923	2336	192
924	2337	189
925	2339	186
926	2340	184
927	2341	181
928	2343	179
929	2344	176
930	2345	173
931	2347	171
932	2351	168
933	2352	166
934	2354	163
935	2355	161
936	2356	158
937	2358	155
938	2359	153
939	2360	150
940	2363	148
941	2365	145
942	2367	143
943	2368	140
944	2369	137
945	2371	135
946	2372	132
947	2373	130
948	2374	127
949	2377	125
950	2379	122
951	2381	120
952	2382	117
953	2385	115
954	2386	112
955	2388	109
956	2389	107
957	2395	105
958	2397	102
959	2398	99
960	2400	97
961	2402	94
962	2404	92
963	2405	89
964	2410	87
965	2412	84
966	2414	82
967	2416	79
968	2417	77
969	2419	74
970	2420	72
971	2423	69
972	2426	67
973	2427	64
974	2428	62
975	2430	59
976	2431	57
977	2432	54
978	2434	52
979	2435	49
980	2439	47
981	2441	44
982	2442	42
983	2444	39
984	2445	37
985	2446	34
986	2448	32
987	2449	29
988	2450	27
989	2454	24
990	2456	22
991	2458	19
992	2459	17
993	2460	14
994	2462	12
995	2463	9
996	2465	7
997	2467	4
998	2469	2
999	2470	0
